Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides pHis3_01	Peptides pHis3_02	Peptides pHis3_03	Peptides SMC1_01	Peptides SMC1_02	Peptides SMC1_03	Razor + unique peptides pHis3_01	Razor + unique peptides pHis3_02	Razor + unique peptides pHis3_03	Razor + unique peptides SMC1_01	Razor + unique peptides SMC1_02	Razor + unique peptides SMC1_03	Unique peptides pHis3_01	Unique peptides pHis3_02	Unique peptides pHis3_03	Unique peptides SMC1_01	Unique peptides SMC1_02	Unique peptides SMC1_03	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type pHis3_01	Identification type pHis3_02	Identification type pHis3_03	Identification type SMC1_01	Identification type SMC1_02	Identification type SMC1_03	Sequence coverage pHis3_01 [%]	Sequence coverage pHis3_02 [%]	Sequence coverage pHis3_03 [%]	Sequence coverage SMC1_01 [%]	Sequence coverage SMC1_02 [%]	Sequence coverage SMC1_03 [%]	Intensity	Intensity pHis3_01	Intensity pHis3_02	Intensity pHis3_03	Intensity SMC1_01	Intensity SMC1_02	Intensity SMC1_03	LFQ intensity pHis3_01	LFQ intensity pHis3_02	LFQ intensity pHis3_03	LFQ intensity SMC1_01	LFQ intensity SMC1_02	LFQ intensity SMC1_03	MS/MS count pHis3_01	MS/MS count pHis3_02	MS/MS count pHis3_03	MS/MS count SMC1_01	MS/MS count SMC1_02	MS/MS count SMC1_03	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P47100	P47100	76	76	0	Transposon Ty1-JR2 Gag-Pol polyprotein;Capsid protein;Ty1 protease;Integrase;Reverse transcriptase/ribonuclease H	TY1B-JR2	sp|P47100|YJ12B_YEAST Transposon Ty1-JR2 Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY1B-JR2 PE=3 SV=3	1	76	76	0	56	59	64	60	55	48	56	59	64	60	55	48	0	0	0	0	0	0	52.6	52.6	0	198.62	1755	1755	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	43.1	42.8	44	42.7	41.3	35.9	11630000000	1738600000	1152200000	5630800000	842020000	489240000	1776900000	1799100000	2130200000	2014400000	1457500000	1365100000	1263700000	59	60	66	57	56	50	348				931	299;977;1224;1269;2065;2078;2079;2095;2498;3071;3187;3205;3656;3712;3714;4146;4216;5308;5505;5509;5716;5911;5912;6026;6181;6491;6526;6527;6652;7035;7175;7246;7251;7327;7586;7627;7673;7899;8004;8005;8284;8518;8601;8698;8752;8804;8841;8899;9300;9337;9338;9639;9791;9855;9899;9900;10028;10495;10683;10844;10883;10909;10941;11293;11418;11762;11763;12090;12091;12156;12157;12224;12225;12324;12439;12549	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	315;1024;1277;1322;2144;2157;2158;2175;2586;3182;3300;3320;3801;3802;3861;3863;4314;4389;5532;5743;5747;5958;6159;6160;6281;6436;6761;6800;6801;6933;7327;7484;7570;7578;7676;7677;7967;8011;8057;8301;8410;8411;8701;8945;9029;9128;9182;9235;9274;9336;9755;9792;9793;10111;10268;10334;10380;10381;10516;10999;11194;11360;11402;11428;11464;11465;11833;11834;11962;12315;12316;12660;12661;12726;12727;12794;12795;12895;13017;13130	1717;1718;1719;1720;1721;1722;5441;5442;5443;5444;5445;5446;5447;5448;5449;6728;6729;6941;6942;10806;10807;10808;10809;10810;10811;10812;10813;10814;10892;10893;10894;10895;10896;10897;10898;10899;10900;10901;10902;10903;10904;10905;10906;10907;10908;10909;10910;10911;10912;10913;10914;10915;11008;11009;11010;11011;11012;13059;13060;13061;13062;13063;13064;15977;15978;15979;15980;15981;16575;16576;16577;16670;16671;16672;16673;16674;19134;19135;19136;19137;19138;19139;19140;19141;19142;19143;19144;19145;19146;19147;19148;19149;19150;19151;19152;19153;19398;19400;21624;21625;21626;21627;21628;21629;21982;21983;21984;21985;21986;21987;21988;21989;27841;27842;27843;27844;27845;29046;29047;29048;29049;29050;29075;29076;29077;29078;29079;29080;30088;30089;30090;30091;30092;30093;30094;30095;30096;30097;30098;30099;31030;31031;31032;31033;31034;31035;31036;31037;31038;31039;31040;31661;31662;32486;32487;32488;32489;32490;32491;32492;32493;32494;32495;32496;33921;33922;33923;33924;33925;33926;33927;33928;34157;34158;34159;34160;34161;34162;34163;34164;34165;34166;34167;34168;34800;36852;36853;36854;36855;36856;36857;37525;37928;37974;37975;37976;38444;38445;38446;38447;38448;38449;38450;38451;38452;38453;38454;38455;39926;39927;39928;39929;39930;39931;40150;40151;40152;40153;40154;40155;40308;40309;40310;40311;40312;40313;40314;40315;40316;40317;40318;41542;41543;41544;41545;41546;42037;42038;42039;42040;42041;42042;42043;42044;42045;42046;42047;42048;42049;42050;43358;43359;43360;43361;43362;43363;43364;44493;44494;44495;44496;44497;44498;44499;44500;44501;44502;44892;44893;45383;45384;45385;45386;45387;45634;45926;45927;45928;45929;45930;46161;46162;46163;46164;46165;46166;46459;46460;46461;46462;46463;48840;48841;49034;49035;49036;49037;49038;49039;49040;49041;49042;49043;49044;50610;50611;50612;50613;50614;50615;51377;51378;51379;51380;51381;51382;51710;51711;51712;51713;51714;51948;51949;51950;51951;51952;51953;51954;51955;51956;51957;51958;52716;52717;52718;52719;52720;52721;52722;52723;52724;52725;52726;52727;55093;55094;55095;55096;55097;56017;56018;56019;56862;56863;56864;56865;56866;56867;57209;57210;57211;57212;57213;57214;57425;57426;57427;57428;57429;57430;57619;57620;57621;57622;57623;57624;57625;57626;57627;57628;59592;59593;59594;59595;59596;59597;59598;60270;60271;60272;60273;62185;62186;62187;62188;62189;62190;62191;62192;62193;62194;62195;62196;62197;62198;62199;62200;62201;62202;62203;62204;64003;64004;64005;64006;64007;64008;64009;64010;64338;64339;64340;64341;64760;64761;64762;64763;64764;64765;64766;64767;64768;65244;65245;65790;65791;65792;65793;66354;66355;66356	1316;1317;1318;1319;1320;4087;4088;4089;4090;4091;4092;4093;4094;4990;4991;5140;7924;7925;7926;7927;7928;7929;7930;7992;7993;7994;7995;7996;7997;7998;7999;8000;8001;8002;8003;8004;8005;8006;8007;8008;8009;8010;8011;8012;8013;8014;8015;8016;8081;8082;8083;8084;9560;9561;9562;9563;9564;9565;11762;11763;11764;12213;12281;12282;12283;14112;14113;14114;14115;14116;14117;14118;14119;14120;14121;14122;14292;14294;15932;15933;15934;15935;15936;16199;16200;16201;16202;16203;20513;20514;20515;20516;21370;21371;21372;21373;21392;21393;21394;21395;21396;22154;22155;22156;22157;22158;22159;22160;22161;22162;22163;22890;22891;22892;22893;22894;22895;22896;22897;22898;22899;23370;23995;23996;23997;23998;23999;24000;24001;24002;24003;24004;25047;25048;25049;25050;25051;25052;25053;25224;25225;25226;25227;25228;25229;25230;25231;25232;25233;25695;27219;27220;27221;27222;27223;27224;27727;28028;28066;28067;28401;28402;28403;28404;28405;28406;28407;28408;29461;29462;29463;29464;29465;29466;29636;29637;29638;29755;29756;29757;29758;29759;29760;30699;30700;30701;30702;31050;31051;31052;31053;31054;31055;31056;31057;31058;31059;31060;31061;31062;32028;32029;32030;32031;32032;32033;32034;32851;32852;32853;32854;32855;32856;33139;33498;33499;33500;33501;33687;33912;33913;33914;33915;34078;34079;34080;34081;34082;34313;34314;34315;34316;35974;36126;36127;36128;36129;36130;36131;36132;36133;36134;36135;37321;37322;37323;37324;37325;37326;37894;37895;37896;37897;37898;37899;38129;38130;38131;38132;38309;38310;38311;38312;38313;38314;38315;38316;38317;38887;38888;38889;38890;38891;38892;40665;40666;40667;41362;41363;41364;41983;41984;41985;41986;41987;41988;42251;42252;42253;42254;42255;42415;42416;42417;42418;42566;42567;42568;42569;42570;42571;42572;42573;42574;42575;42576;42577;44019;44020;44021;44022;44023;44024;44512;44513;45979;45980;45981;45982;45983;45984;45985;45986;45987;45988;45989;45990;45991;45992;45993;47345;47346;47347;47348;47349;47350;47351;47603;47604;47605;47606;47938;47939;47940;47941;47942;48306;48698;48699;48700;49124;49125	1320;4087;4990;5140;7925;7997;8016;8081;9565;11764;12213;12281;14117;14292;14294;15932;16203;20513;21371;21396;22159;22890;22897;23370;23995;25050;25225;25233;25695;27224;27727;28028;28066;28408;29464;29637;29755;30700;31051;31057;32031;32856;33139;33500;33687;33915;34079;34314;35974;36130;36132;37322;37896;38129;38314;38317;38889;40665;41362;41983;42255;42415;42571;44022;44513;45983;45991;47346;47350;47604;47606;47938;47941;48306;48699;49125	11;13;14;128	259;314;334;1287
P47108	P47108	19	19	19	Nucleolar pre-ribosomal-associated protein 2	URB2	sp|P47108|URB2_YEAST Nucleolar pre-ribosomal-associated protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=URB2 PE=1 SV=1	1	19	19	19	12	11	13	12	9	11	12	11	13	12	9	11	12	11	13	12	9	11	19.9	19.9	19.9	135.12	1174	1174	0	92.504	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	13.9	11.1	12.4	12.6	9.6	10.4	395420000	61390000	15494000	202200000	23115000	25015000	68212000	65261000	33322000	76831000	35871000	67730000	53259000	12	2	12	5	4	10	45				932	1233;1368;1612;2186;2460;2484;2897;3559;4240;4321;4357;4726;6036;6100;7952;9531;9898;10209;11894	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1286;1428;1677;2268;2547;2571;3000;3695;4414;4498;4536;4927;6291;6355;8358;9998;10379;10705;12457	6770;6771;6772;6773;7452;7453;7454;8703;11486;11487;11488;12897;12898;12899;12900;13001;13002;15137;15138;15139;15140;15141;15142;15143;15144;18571;18572;22135;22136;22137;22138;22139;22513;22514;22515;22516;22517;22710;22711;22712;22713;22714;22715;22716;24635;24636;31697;31698;31699;31700;31701;32043;41831;41832;41833;41834;41835;50098;50099;50100;50101;50102;50103;51945;51946;51947;53629;53630;53631;53632;53633;63010	5023;5024;5533;6444;8435;8436;9437;9438;9439;9518;11134;11135;11136;11137;11138;11139;11140;13690;13691;16315;16316;16579;16580;16581;16582;16727;16728;16729;16730;16731;16732;18170;23393;23394;23395;23652;30913;30914;36921;36922;36923;38308;39566;39567;39568;46609	5023;5533;6444;8436;9437;9518;11134;13690;16315;16582;16729;18170;23393;23652;30914;36922;38308;39567;46609		
P47116	P47116	10	10	10	Serine/threonine-protein kinase PTK2/STK2	PTK2	sp|P47116|PTK2_YEAST Serine/threonine-protein kinase PTK2/STK2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PTK2 PE=1 SV=1	1	10	10	10	7	5	7	5	7	6	7	5	7	5	7	6	7	5	7	5	7	6	20.2	20.2	20.2	91.399	818	818	0	33.923	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	15.5	8.1	13.1	8.1	13.7	12.6	292420000	51449000	19843000	106400000	20228000	28731000	65769000	50123000	45321000	41034000	43794000	60843000	46464000	7	4	6	4	8	5	34				933	1294;1314;2620;3689;5356;5534;5818;6846;9499;9793	True;True;True;True;True;True;True;True;True;True	1349;1369;2716;3837;5581;5774;6063;7130;9962;9963;10270	7086;7179;7180;7181;7182;7183;7184;13700;19293;19294;19295;28071;29269;29270;29271;29272;30540;30541;30542;30543;30544;30545;35770;35771;35772;35773;49943;49944;49945;49946;49947;49948;49949;51389;51390;51391;51392;51393	5246;5325;5326;5327;5328;5329;5330;10030;14219;14220;14221;20674;21540;21541;21542;22508;22509;22510;22511;22512;22513;26411;26412;26413;26414;36798;36799;36800;36801;36802;36803;36804;37905;37906	5246;5325;10030;14220;20674;21540;22509;26413;36799;37906	520	624
P47117	P47117	5	5	5	Actin-related protein 3	ARP3	sp|P47117|ARP3_YEAST Actin-related protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARP3 PE=1 SV=1	1	5	5	5	3	4	2	3	4	2	3	4	2	3	4	2	3	4	2	3	4	2	16.7	16.7	16.7	49.541	449	449	0	39.084	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	10.9	14.9	4.9	12.5	12.7	4.2	83326000	20887000	12640000	20759000	8883200	6905400	13252000	16705000	15731000	14476000	12169000	15318000	19079000	4	2	1	2	3	2	14				934	1242;2795;3828;5871;10019	True;True;True;True;True	1295;2895;3980;6118;10507	6813;6814;6815;6816;14621;14622;20008;20009;20010;20011;20012;20013;20014;30834;30835;30836;30837;52679;52680	5053;5054;10736;14721;14722;14723;14724;14725;14726;22740;22741;22742;22743;38862	5054;10736;14721;22741;38862		
P47122	P47122	5	5	5	GPN-loop GTPase 1	NPA3	sp|P47122|GPN1_YEAST GPN-loop GTPase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NPA3 PE=1 SV=1	1	5	5	5	1	5	4	4	5	4	1	5	4	4	5	4	1	5	4	4	5	4	14.5	14.5	14.5	43.194	385	385	0	16.926	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	3.6	14.5	12.7	11.9	14.5	12.7	105510000	1926500	16202000	49308000	8930900	7122900	22020000	0	25542000	23436000	17453000	15876000	17246000	1	3	3	2	1	3	13				935	9426;10426;10653;11605;12428	True;True;True;True;True	9887;10929;11164;12149;13005	49529;49530;49531;54763;54764;54765;54766;54767;55859;55860;55861;55862;55863;55864;61344;61345;61346;61347;65739;65740;65741;65742;65743	36480;40426;41249;41250;41251;41252;41253;41254;45342;45343;45344;48655;48656	36480;40426;41250;45343;48655		
P47124	P47124	1	1	1	Putative glycosyltransferase HOC1	HOC1	sp|P47124|HOC1_YEAST Putative glycosyltransferase HOC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HOC1 PE=1 SV=3	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	2.5	2.5	2.5	46.296	396	396	0.00086356	3.6825	By MS/MS	By MS/MS	By MS/MS	By matching			2.5	2.5	2.5	2.5	0	0	5194300	1315700	1304900	2034000	539630	0	0	1315700	2260600	907370	855950	0	0	1	1	1	0	0	0	3				936	6365	True	6629	33356;33357;33358;33359	24624;24625;24626	24624		
P47130	P47130	2	2	2	Cop9 signalosome complex subunit 12	CSN12	sp|P47130|CSN12_YEAST Cop9 signalosome complex subunit 12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CSN12 PE=1 SV=1	1	2	2	2	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	6.1	6.1	6.1	49.482	423	423	0	4.3852	By MS/MS	By MS/MS	By matching	By matching	By MS/MS		2.6	2.6	3.5	2.6	3.5	0	18136000	2728200	1142200	10824000	1177200	2264100	0	2728200	1978600	0	1867200	0	0	1	1	0	0	1	0	3				937	5615;12244	True;True	5856;12814	29640;29641;29642;64850;64851	21830;21831;48006	21830;48006		
P47134	P47134	1	1	1	Protein BIR1	BIR1	sp|P47134|BIR1_YEAST Protein BIR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BIR1 PE=1 SV=1	1	1	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1.3	1.3	1.3	108.67	954	954	0	4.1216		By MS/MS		By matching			0	1.3	0	1.3	0	0	1766500	0	997950	0	768520	0	0	0	1728800	0	1219000	0	0	0	1	0	0	0	0	1				938	5876	True	6123	30856;30857	22756	22756		
P47150	P47150	1	1	1	37S ribosomal protein S7, mitochondrial	RSM7	sp|P47150|RT07_YEAST 37S ribosomal protein S7, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RSM7 PE=1 SV=1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	4.9	4.9	4.9	27.816	247	247	0	6.7057		By matching	By MS/MS	By matching	By matching	By matching	0	4.9	4.9	4.9	4.9	4.9	8951400	0	1604300	5254400	830130	549650	712950	0	1948600	2870900	1341300	1405500	856500	0	0	1	0	0	0	1				939	11052	True	11578	58194;58195;58196;58197;58198	42976	42976		
P47176	P47176	4	2	2	Branched-chain-amino-acid aminotransferase, cytosolic	BAT2	sp|P47176|BCA2_YEAST Branched-chain-amino-acid aminotransferase, cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BAT2 PE=1 SV=1	1	4	2	2	1	3	2	3	2	0	0	1	0	1	1	0	0	1	0	1	1	0	11.7	4.8	4.8	41.624	376	376	0.0015302	2.4454	By matching	By MS/MS	By matching	By matching	By MS/MS		2.4	9	6.9	9	5.1	0	3915700	0	1863200	0	1077800	974730	0	0	3227700	0	1709600	0	0	0	1	0	0	1	0	2				940	1435;1920;5741;12147	True;False;False;True	1496;1993;5984;12717	7798;7799;10198;10199;10200;30212;30213;30214;30215;30216;30217;64293	5785;7501;7502;22251;22252;22253;22254;47563	5785;7502;22252;47563		
P47912	P47912	15	14	14	Long-chain-fatty-acid--CoA ligase 4	FAA4	sp|P47912|LCF4_YEAST Long-chain-fatty-acid--CoA ligase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAA4 PE=1 SV=1	1	15	14	14	6	12	12	12	9	9	6	11	12	11	8	9	6	11	12	11	8	9	26.5	25.2	25.2	77.266	694	694	0	44.233	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	13	23.8	22.5	23.8	19.9	20	534050000	48606000	63366000	234120000	57740000	24719000	105500000	47009000	94579000	98327000	81761000	74857000	90759000	6	7	11	8	7	8	47				941	1209;1221;2760;2854;2855;4268;4976;5648;6938;7875;7891;10251;10518;11332;11353	True;True;True;True;True;False;True;True;True;True;True;True;True;True;True	1262;1274;2856;2955;2956;4443;5186;5889;7229;8277;8293;10748;11023;11874;11895	6672;6673;6706;6707;6708;6709;6710;14383;14384;14385;14386;14387;14388;14895;14896;14897;14898;14899;14900;22251;22252;22253;25946;25947;25948;25949;25950;25951;25952;25953;29786;29787;29788;29789;29790;36314;36315;36316;36317;36318;41437;41501;41502;41503;53825;53826;53827;55219;55220;55221;55222;59761;59762;59763;59764;59765;59766;59892;59893;59894;59895;59896	4951;4952;4974;4975;4976;4977;4978;10550;10551;10552;10553;10554;10555;10944;10945;10946;10947;16388;19151;19152;19153;19154;21930;21931;21932;26797;26798;26799;26800;26801;30623;30665;30666;30667;39713;39714;39715;40763;40764;40765;40766;44134;44135;44136;44137;44138;44237;44238;44239;44240	4951;4974;10553;10944;10947;16388;19153;21932;26798;30623;30667;39714;40764;44134;44237		
P48015	P48015	3	3	3	Aminomethyltransferase, mitochondrial	GCV1	sp|P48015|GCST_YEAST Aminomethyltransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCV1 PE=1 SV=2	1	3	3	3	0	1	2	1	0	2	0	1	2	1	0	2	0	1	2	1	0	2	11.5	11.5	11.5	44.468	400	400	0	10.435		By matching	By MS/MS	By matching		By MS/MS	0	5.5	9.2	5.5	0	7.8	37487000	0	864950	23290000	806690	0	12525000	0	1712700	9838500	1541600	0	9507600	0	0	1	0	0	2	3				942	928;9404;10596	True;True;True	973;9863;11107	5133;5134;5135;5136;49399;55587	3857;3858;36396;41028	3857;36396;41028		
P48164	P48164	18	9	9	40S ribosomal protein S7-B	RPS7B	sp|P48164|RS7B_YEAST 40S ribosomal protein S7-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS7B PE=1 SV=1	1	18	9	9	14	16	18	18	15	15	7	9	9	9	8	7	7	9	9	9	8	7	70.5	45.8	45.8	21.634	190	190	0	58.539	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	60.5	70.5	70.5	70.5	64.7	64.7	2012500000	404720000	275720000	540180000	251410000	180370000	360080000	474540000	412480000	271960000	383390000	419310000	276490000	9	9	6	8	10	7	49				943	105;595;1514;3752;3753;4431;5770;8320;8648;10217;10547;10550;10551;11379;11380;11440;11441;12347	True;True;False;False;False;True;False;True;False;True;False;True;True;True;True;False;False;False	109;628;1576;3901;3902;4613;6015;8739;9078;10713;11053;11056;11057;11921;11922;11923;11924;11984;11985;12918	571;572;573;574;575;576;3394;3395;3396;3397;3398;3399;3400;3401;8192;8193;8194;8195;8196;8197;19602;19603;19604;19605;19606;19607;19608;19609;19610;19611;19612;23055;23056;23057;23058;23059;23060;23061;30339;30340;30341;30342;30343;30344;43544;43545;43546;45138;45139;45140;45141;45142;53659;53660;53661;53662;53663;53664;55373;55374;55375;55398;55399;55400;55401;55402;55403;55404;55405;55406;55407;55408;55409;55410;55411;60035;60036;60037;60038;60039;60040;60041;60042;60043;60044;60045;60046;60047;60048;60049;60050;60051;60052;60053;60054;60055;60393;60394;60395;60396;60397;60398;60399;60400;60401;60402;60403;60404;60405;60406;60407;60408;60409;60410;60411;60412;60413;60414;60415;60416;60417;60418;60419;60420;65326;65327;65328;65329;65330;65331;65332	444;445;446;447;448;2564;2565;2566;2567;2568;2569;2570;6074;6075;6076;6077;6078;14425;14426;14427;14428;14429;14430;14431;14432;14433;16983;16984;16985;16986;16987;16988;16989;22342;22343;22344;22345;22346;22347;32170;33322;33323;33324;33325;33326;39588;39589;39590;39591;39592;39593;40865;40885;40886;40887;40888;40889;40890;40891;40892;40893;44330;44331;44332;44333;44334;44335;44336;44337;44338;44339;44340;44341;44342;44343;44596;44597;44598;44599;44600;44601;44602;44603;44604;44605;44606;44607;44608;44609;44610;44611;44612;44613;44614;44615;44616;44617;44618;48360;48361;48362	446;2564;6075;14428;14433;16985;22346;32170;33326;39593;40865;40886;40890;44331;44338;44597;44614;48361	521	129
P48231	P48231	18	17	17	Tricalbin-2	TCB2	sp|P48231|TCB2_YEAST Tricalbin-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TCB2 PE=1 SV=1	1	18	17	17	12	15	11	14	15	9	11	14	10	13	14	9	11	14	10	13	14	9	20.9	19.8	19.8	132.51	1178	1178	0	62.309	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	13.4	17.6	12.2	16.7	17.1	10.3	554230000	82727000	92519000	74849000	71207000	158850000	74079000	140600000	212200000	67732000	144650000	182930000	106070000	11	11	5	11	10	5	53				944	270;994;1561;2907;5267;7618;7972;8100;8130;8794;9893;9945;10278;10523;10843;11530;11994;12509	True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True	283;1042;1624;3010;5489;8002;8378;8510;8541;9225;10374;10431;10775;11028;11359;12074;12560;13089	1546;1547;1548;5526;5527;5528;5529;5530;5531;5532;5533;5534;8433;8434;8435;8436;8437;15199;27625;27626;27627;27628;27629;40105;40106;40107;40108;40109;40110;41898;41899;41900;41901;41902;41903;41904;42544;42545;42546;42692;42693;42694;42695;42696;42697;42698;45870;45871;45872;45873;51925;51926;51927;52274;52275;52276;52277;52278;53958;55233;55234;55235;55236;55237;55238;56855;56856;56857;56858;56859;56860;56861;60892;60893;60894;60895;60896;63505;66167;66168;66169;66170;66171;66172	1182;1183;4147;4148;4149;4150;4151;4152;4153;4154;4155;6259;6260;6261;11176;20360;20361;20362;29599;29600;29601;29602;30952;30953;30954;30955;31422;31423;31521;31522;31523;31524;31525;31526;33870;33871;33872;38295;38547;38548;38549;38550;39816;40775;40776;41979;41980;41981;41982;45005;45006;45007;46988;48984;48985;48986;48987	1182;4154;6260;11176;20361;29599;30952;31422;31524;33872;38295;38550;39816;40776;41979;45005;46988;48984		
P48234	P48234	13	13	13	Ribosome biogenesis protein ENP2	ENP2	sp|P48234|NOL10_YEAST Ribosome biogenesis protein ENP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ENP2 PE=1 SV=2	1	13	13	13	5	7	10	8	7	9	5	7	10	8	7	9	5	7	10	8	7	9	23.5	23.5	23.5	81.733	707	707	0	119.81	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	8.8	13.6	17.4	16.1	14.4	16.4	341330000	25027000	28737000	145410000	40995000	15562000	85599000	48406000	51167000	53512000	56189000	40516000	60315000	4	4	10	6	5	3	32				945	3737;4247;4931;5270;7078;9189;9217;9518;9732;9887;10562;10719;11524	True;True;True;True;True;True;True;True;True;True;True;True;True	3886;4422;5139;5492;7371;9639;9667;9984;10206;10368;11068;11231;12068	19521;19522;19523;19524;19525;19526;22172;22173;22174;22175;22176;25699;25700;25701;25702;25703;27647;27648;37031;37032;37033;37034;48232;48233;48234;48235;48236;48363;48364;48365;48366;50024;50025;51057;51058;51059;51881;51882;51883;51884;51885;55450;55451;56200;56201;56202;60855	14374;14375;14376;16339;16340;16341;18973;18974;18975;20376;27364;27365;35518;35519;35520;35521;35522;35625;35626;36859;37654;37655;38261;38262;38263;38264;38265;40926;41495;41496;41497;44971	14374;16339;18973;20376;27364;35520;35626;36859;37654;38265;40926;41497;44971		
P48353	P48353	1	1	1	Protein HLJ1	HLJ1	sp|P48353|HLJ1_YEAST Protein HLJ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HLJ1 PE=1 SV=1	1	1	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	4.5	4.5	4.5	25.008	224	224	0.0058055	1.9547		By MS/MS		By matching			0	4.5	0	4.5	0	0	2662200	0	1503200	0	1159000	0	0	0	2604000	0	1838400	0	0	0	1	0	0	0	0	1				946	1257	True	1310	6890;6891	5105	5105		
P48361	P48361	1	1	1	Activator of SKN7 protein 10	ASK10	sp|P48361|ASK10_YEAST Activator of SKN7 protein 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ASK10 PE=1 SV=2	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1.8	1.8	1.8	126.86	1146	1146	0.000819	3.08	By MS/MS	By MS/MS		By matching	By MS/MS		1.8	1.8	0	1.8	1.8	0	10201000	2808700	2695200	0	2866300	1830300	0	2808700	4669100	0	4546400	4815000	0	1	1	0	0	1	0	3				947	1653	True	1718	8907;8908;8909;8910	6589;6590;6591	6590		
P48412	P48412	4	4	4	Nonsense-mediated mRNA decay protein 3	UPF3	sp|P48412|UPF3_YEAST Nonsense-mediated mRNA decay protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UPF3 PE=1 SV=1	1	4	4	4	2	2	4	2	3	4	2	2	4	2	3	4	2	2	4	2	3	4	15.5	15.5	15.5	44.924	387	387	0	13.217	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	7.8	8	15.5	8	12.1	15.5	108330000	9631900	3546700	53108000	6092800	4444800	31502000	12421000	9935900	15829000	16602000	12198000	17563000	2	0	4	2	3	3	14				948	2345;7987;8390;11493	True;True;True;True	2431;8393;8813;12037	12302;12303;12304;12305;12306;12307;41961;41962;41963;41964;43896;43897;43898;43899;43900;43901;43902;60693;60694	9029;9030;9031;9032;30987;30988;30989;30990;32428;32429;32430;32431;32432;44836	9031;30990;32432;44836		
